QuestionID,Questiontext,Questiontype,Correct Answer,QuestionBankCode,Randomize Answer Choices,# of Answer Choices,All of the Above,None of the Above,Answer 1,Answer 2,Answer 3,Answer 4,,,,,,Answer 10
186,This word means to share success horizontally throughout the organization.,Multiple Choice,4,Problem Solving,1,4,,,Risk Explanation 1,Action Explanation 2,Severity Explanation 3,Effect Explanation 4,,,,,,
187,"Loosely translated, hansei means to celebrate successes as a team.",True or False,2,Problem Solving,1,2,,,True,False,,,,,,,,
188,"Please select the three elements, or categories, of work.",Multiple Choice,4,Muda,1,4,,,Compliance Explanation 1,Severity Explanation 2,Action Explanation 3,Risk Explanation 4,,,,,,
189,Inventory is often referred to as the “mother of all wastes.”,True or False,2,Muda,1,2,,,True,False,,,,,,,,
190,Reaching or straining to reach a tool is an example of what type of waste?,Multiple Choice,4,Muda,1,4,,,Compliance Explanation 1,Risk Explanation 2,Severity Explanation 3,Action Explanation 4,,,,,,
191,The primary difference between the wastes of motion and transportation is that with transportation we are moving goods or inventory and with motion people are moving without goods or inventory.,True or False,2,Muda,1,2,,,True,False,,,,,,,,
192,Popularized the concept of “standing in the circle.”,Multiple Choice,4,Muda,1,4,,,Compliance Explanation 1,Effect Explanation 2,Severity Explanation 3,Action Explanation 4,,,,,,
193,Is 99% good (only 1% bad) an acceptable performance level for critical processes?,Multiple Choice,4,Muda,1,4,,,Compliance Explanation 1,Action Explanation 2,Effect Explanation 3,Risk Explanation 4,,,,,,
194,The basic premise behind Jidoka is that machines are able to detect and stop when an issue has occurred.,True or False,2,Muda,1,2,,,True,False,,,,,,,,
195,Pokayoke is often referred to as this.,Multiple Choice,4,Muda,1,4,,,Compliance Explanation 1,Severity Explanation 2,Effect Explanation 3,Risk Explanation 4,,,,,,
196,"Given an average demand per day of 525 pieces, a lead-time to replenish this stock of 4 days, 2 standard deviations of demand history is 20%, and the max shortfall due to internal inefficiencies is 10%, how much safety stock is needed?",Multiple Choice,4,Muda,1,4,,,Severity Explanation 1,Risk Explanation 2,Compliance Explanation 3,Action Explanation 4,,,,,,
197,The waste of processing generally stems from the lack of understanding what?,Multiple Choice,4,Muda,1,4,,,Effect Explanation 1,Risk Explanation 2,Action Explanation 3,Severity Explanation 4,,,,,,
198,Which is not an example of processing waste?,Multiple Choice,4,Muda,1,4,,,Action Explanation 1,Severity Explanation 2,Risk Explanation 3,Effect Explanation 4,,,,,,
199,Is the word that describes production leveling or production smoothing.,Multiple Choice,4,Muda,1,4,,,Action Explanation 1,Severity Explanation 2,Compliance Explanation 3,Risk Explanation 4,,,,,,
200,Motion is any movement of people that does not add _______ to the product.,Multiple Choice,4,Muda,1,4,,,Action Explanation 1,Effect Explanation 2,Compliance Explanation 3,Risk Explanation 4,,,,,,
201,Wasted motion often leads to what? Select all that apply.,Multiple Choice,4,Muda,1,4,,,Severity Explanation 1,Risk Explanation 2,Action Explanation 3,Effect Explanation 4,,,,,,
202,Moving inventory on sophisticated conveyor systems is a form of transportation waste.,True or False,2,Muda,1,2,,,True,False,,,,,,,,
203,Overproduction is often referred to as the _______ of all wastes.,Multiple Choice,4,Muda,1,4,,,Action Explanation 1,Effect Explanation 2,Compliance Explanation 3,Severity Explanation 4,,,,,,
204,Sometimes called the 8th waste.,Multiple Choice,4,Muda,1,4,,,Compliance Explanation 1,Effect Explanation 2,Action Explanation 3,Risk Explanation 4,,,,,,
205,"Formally defined in manufacturing terms, a changeover is simply the amount of time taken to change a piece of equipment from producing the last good piece of a production lot to the first good piece of the next production lot.",True or False,2,Quick Changeover,1,2,,,True,False,,,,,,,,
206,“SMED” stands for single minute __________ of dies.,Multiple Choice,4,Quick Changeover,1,4,,,Compliance Explanation 1,Risk Explanation 2,Effect Explanation 3,Severity Explanation 4,,,,,,
207,Was the person to first discover the power of SMED as a consultant to the Toyota Motor Corporation.,Multiple Choice,4,Quick Changeover,1,4,,,Severity Explanation 1,Action Explanation 2,Effect Explanation 3,Compliance Explanation 4,,,,,,
208,Most of the focus of SMED is focused on purchasing new fixtures and equipment.,True or False,2,Quick Changeover,1,2,,,True,False,,,,,,,,
209,Please select all of the benefits of quick changeover.,Multiple Choice,4,Quick Changeover,1,4,,,Risk Explanation 1,Action Explanation 2,Severity Explanation 3,Effect Explanation 4,,,,,,
210,External tasks are tasks that can only be done when the machine is NOT running.,True or False,2,Quick Changeover,1,2,,,True,False,,,,,,,,
211,The eighth step in the changeover roadmap presented in the video and PDF summary document.,Multiple Choice,4,Quick Changeover,1,4,,,Effect Explanation 1,Compliance Explanation 2,Action Explanation 3,Severity Explanation 4,,,,,,
212,"Reducing changeover time depends on understanding the current process. In other words, we need to study it to learn how it works.",True or False,2,Quick Changeover,1,2,,,True,False,,,,,,,,
213,Which method of documenting reality is NOT recommended.,Multiple Choice,4,Quick Changeover,1,4,,,Action Explanation 1,Risk Explanation 2,Severity Explanation 3,Effect Explanation 4,,,,,,
214,The reason using a video camera can be so useful to document reality is it captures everything and allows us to scroll back through the setup slowly and consistently.,True or False,2,Quick Changeover,1,2,,,True,False,,,,,,,,
215,"Which are some of the “do’s” of video taping? In other words, which of these things do we want to do? Select all that apply.",Multiple Choice,4,Quick Changeover,1,4,,,Compliance Explanation 1,Risk Explanation 2,Effect Explanation 3,Severity Explanation 4,,,,,,
216,"It’s OK to stop or pause the video camera while recording a changeover, especially if an event that rarely occurs happens while taping.",True or False,2,Quick Changeover,1,2,,,True,False,,,,,,,,
217,Internal tasks are tasks that can only be done safely while the machine or process is _________.,Multiple Choice,4,Quick Changeover,1,4,,,Action Explanation 1,Risk Explanation 2,Effect Explanation 3,Compliance Explanation 4,,,,,,
218,External tasks are a major source of machine downtime.,True or False,2,Quick Changeover,1,2,,,True,False,,,,,,,,
219,What tips or techniques can be used to minimize machine downtime during a changeover? Select all that apply.,Multiple Choice,4,Quick Changeover,1,4,,,Action Explanation 1,Effect Explanation 2,Compliance Explanation 3,Risk Explanation 4,,,,,,
220,Pre-heating or pre-adjusting items often helps minimize machine downtime during changeovers.,True or False,2,Quick Changeover,1,2,,,True,False,,,,,,,,
221,It’s possible to reduce a tremendous amount of machine downtime by externalizing tasks that used to be done internally.,True or False,2,Quick Changeover,1,2,,,True,False,,,,,,,,
222,"Even though external tasks, or tasks that can bedone while the machine or process is running, don’t have a direct impact on machine downtime… They do require people who can be better utilized doing other things such as parallel setup tasks.",True or False,2,Quick Changeover,1,2,,,True,False,,,,,,,,
223,Quick changeover begins and ends with 5S.,True or False,2,Quick Changeover,1,2,,,True,False,,,,,,,,
224,__________ tasks are those that can be completed at the same time.,Multiple Choice,4,Quick Changeover,1,4,,,Risk Explanation 1,Action Explanation 2,Compliance Explanation 3,Severity Explanation 4,,,,,,
225,When two operators are working in parallel with one another what is the most important thing they must keep in mind.,Multiple Choice,4,Quick Changeover,1,4,,,Effect Explanation 1,Severity Explanation 2,Risk Explanation 3,Action Explanation 4,,,,,,
226,You should do your very best to divide the time between the machine changeover “pit crew” as evenly as possible.,True or False,2,Quick Changeover,1,2,,,True,False,,,,,,,,
227,Motion analysis is an extremely important aspect of streamlining internal tasks.,True or False,2,Quick Changeover,1,2,,,True,False,,,,,,,,
228,A __________ economy chart helps you determine opportunities for improvement as it relates to streamlining internal tasks.,Multiple Choice,4,Quick Changeover,1,4,,,Severity Explanation 1,Compliance Explanation 2,Risk Explanation 3,Effect Explanation 4,,,,,,
229,Turning a wrench is an inexpensive task.,True or False,2,Quick Changeover,1,2,,,True,False,,,,,,,,
230,"According to the module, quick change hardware and tools can be used to reduce internal setup times by as much as _________.",Multiple Choice,4,Quick Changeover,1,4,,,Severity Explanation 1,Effect Explanation 2,Action Explanation 3,Compliance Explanation 4,,,,,,
231,Which questions should you ask as you work to streamline internal tasks? Please select all that apply.,Multiple Choice,4,Quick Changeover,1,4,,,Effect Explanation 1,Severity Explanation 2,Risk Explanation 3,Compliance Explanation 4,,,,,,
232,It’s critical to test the new and improved changeover process repeatedly.,True or False,2,Quick Changeover,1,2,,,True,False,,,,,,,,
233,The image below is an example of a changeover _________.,Multiple Choice,4,Quick Changeover,1,4,,,Effect Explanation 1,Compliance Explanation 2,Severity Explanation 3,Risk Explanation 4,,,,,,
234,How many people are involved in the changeover process outlined in the standard work sheet below?,Multiple Choice,4,Quick Changeover,1,4,,,Action Explanation 1,Compliance Explanation 2,Risk Explanation 3,Severity Explanation 4,,,,,,
235,It’s not important to monitor changeover times once the process is stable and in control.,True or False,2,Quick Changeover,1,2,,,True,False,,,,,,,,
236,Why would an organization ever decide to change the lead-time offsets in their MRP / ERP system?,Multiple Choice,4,Quick Changeover,1,4,,,Risk Explanation 1,Severity Explanation 2,Action Explanation 3,Effect Explanation 4,,,,,,
237,One of the most common examples of a value stream is the call to ___________ time period.,Multiple Choice,4,Value Streams,1,4,,,Risk Explanation 1,Severity Explanation 2,Effect Explanation 3,Action Explanation 4,,,,,,
238,A manufacturing engineer just beginning his or her lean journey should always start by mapping an Enterprise Level value stream.,True or False,2,Value Streams,1,2,,,True,False,,,,,,,,
239,One of the most dangerous attitudes an organization can have when first starting out with value stream mapping.,Multiple Choice,4,Value Streams,1,4,,,Severity Explanation 1,Action Explanation 2,Effect Explanation 3,Risk Explanation 4,,,,,,
240,Takt time can be measured with a stop watch.,True or False,2,Value Streams,1,2,,,True,False,,,,,,,,
241,"If a production line operates for 480 minutes (breaks, lunches, and planned downtimes already taken out) and their customer orders, on average, 120 units per day, what is the takt time in minutes per piece?",Multiple Choice,4,Value Streams,1,4,,,Action Explanation 1,Severity Explanation 2,Risk Explanation 3,Compliance Explanation 4,,,,,,
242,"Once all team members are familiar with the process and are ready to begin the creation of the current state value stream map, they should start at the last process and work their way back to the front.",True or False,2,Value Streams,1,2,,,True,False,,,,,,,,
243,"Given that 1,000 pieces of work in process (WIP) on hand against a daily demand of 200 units per day, please calculate days of supply.",Multiple Choice,4,Value Streams,1,4,,,Effect Explanation 1,Severity Explanation 2,Action Explanation 3,Compliance Explanation 4,,,,,,
244,Kanban are sometimes referred to as the ______ system of a lean production system.,Multiple Choice,4,Value Streams,1,4,,,Risk Explanation 1,Severity Explanation 2,Action Explanation 3,Compliance Explanation 4,,,,,,
245,"If the sum of all manual cycle times was 500 seconds and our takt time was 50 seconds per piece, what would the optimal crew size be?",Multiple Choice,4,Value Streams,1,4,,,Severity Explanation 1,Action Explanation 2,Compliance Explanation 3,Effect Explanation 4,,,,,,
246,Means to overburden.,Multiple Choice,4,Value Streams,1,4,,,Action Explanation 1,Effect Explanation 2,Severity Explanation 3,Risk Explanation 4,,,,,,
247,The number of setups (changeovers) required will likely increase when heijunka is implemented.,True or False,2,Value Streams,1,2,,,True,False,,,,,,,,
248,The formula for Operational Takt Time is:,Multiple Choice,4,Value Streams,1,4,,,Compliance Explanation 1,Action Explanation 2,Effect Explanation 3,Risk Explanation 4,,,,,,
250,Which of the items below are benefits of Quality Control? Select all that apply.,Multiple Choice,4,Problem Solving,1,4,,,Compliance Explanation 1,Action Explanation 2,Risk Explanation 3,Effect Explanation 4,,,,,,
251,Dr. Walter Shewhart & Dr. W. Edwards Deming were the first people to introduce Quality Control to Japan.,True or False,2,Problem Solving,1,2,,,True,False,,,,,,,,
253,"Vilfredo Pareto, the Italian economist, was the first to identify the so called _________ rule.",Multiple Choice,4,Problem Solving,1,4,,,Effect Explanation 1,Compliance Explanation 2,Risk Explanation 3,Severity Explanation 4,,,,,,
254,Invented the tool we now call the cause and effect diagram/fishbone.,Multiple Choice,4,Problem Solving,1,4,,,Risk Explanation 1,Severity Explanation 2,Compliance Explanation 3,Action Explanation 4,,,,,,
255,Correlation does not automatically mean causation.,True or False,2,Problem Solving,1,2,,,True,False,,,,,,,,
256,The bar graph is used to compare quantities or frequencies by the length of bars.,True or False,2,Problem Solving - 7 Tools,1,2,,,True,False,,,,,,,,
257,The broken line graph is most suitable for indicating ____________ changes or trends.,Multiple Choice,4,Problem Solving - 7 Tools,1,4,,,Action Explanation 1,Risk Explanation 2,Effect Explanation 3,Severity Explanation 4,,,,,,
258,The Pie Chart is not useful when studying front office/transactional situations.,True or False,2,Problem Solving - 7 Tools,1,2,,,True,False,,,,,,,,
259,"With the band graph, we can easily compare different time-series changes.",True or False,2,Problem Solving - 7 Tools,1,2,,,True,False,,,,,,,,
260,Check sheets can be used for many reasons such as to check if jobs are completed without problems as well as to prevent missed checks or wrong inspections.,True or False,2,Problem Solving - 7 Tools,1,2,,,True,False,,,,,,,,
261,What are the two primary types of check sheets? Select the two correct answers below.,Multiple Choice,4,Problem Solving - 7 Tools,1,4,,,Severity Explanation 1,Risk Explanation 2,Effect Explanation 3,Action Explanation 4,,,,,,
262,Check Sheets rarely add value in manufacturing environments.,True or False,2,Problem Solving - 7 Tools,1,2,,,True,False,,,,,,,,
263,"According to the Pareto Principle, 80% of the effects come from 20% of the __________.",Multiple Choice,4,Problem Solving - 7 Tools,1,4,,,Action Explanation 1,Effect Explanation 2,Severity Explanation 3,Compliance Explanation 4,,,,,,
264,"2 When drawing Pareto Charts, the bars are always placed in descending order.",True or False,2,Problem Solving - 7 Tools,1,2,,,True,False,,,,,,,,
265,"3 In all cases, we’ll see the 80-20 principle play out exactly when creating Pareto Charts. In other words, 80% of the effects will always come from 20% of the causes.",True or False,2,Problem Solving - 7 Tools,1,2,,,True,False,,,,,,,,
266,"4 “Drilling in” order to learn more about a Pareto Chart, as shown in the image below is referred to as creating a _______________ Pareto.",Multiple Choice,4,Problem Solving - 7 Tools,1,4,,,Risk Explanation 1,Action Explanation 2,Compliance Explanation 3,Effect Explanation 4,,,,,,
267,5 Pareto Charts are excellent tools for identifying root causes to problems.,True or False,2,Problem Solving - 7 Tools,1,2,,,True,False,,,,,,,,
268,The Cause & Effect Diagram is commonly referred to as the ____________.,Multiple Choice,4,Problem Solving - 7 Tools,1,4,,,Risk Explanation 1,Compliance Explanation 2,Action Explanation 3,Effect Explanation 4,,,,,,
269,It’s best to use computer software when first creating a cause and effect diagram.,True or False,2,Problem Solving - 7 Tools,1,2,,,True,False,,,,,,,,
270,"The 6 P’s stand for People, Process, Policies, Procedures, Price and ___________.",Multiple Choice,4,Problem Solving - 7 Tools,1,4,,,Action Explanation 1,Severity Explanation 2,Risk Explanation 3,Compliance Explanation 4,,,,,,
271,It’s common for the “bones” of the cause and effect diagram to branch out as additional causes are identified.,True or False,2,Problem Solving - 7 Tools,1,2,,,True,False,,,,,,,,
272,"9 potential root causes have been identified and team of 9 people decide to use N/3 to narrow the list down. Initially, how many votes will each person get?",Multiple Choice,4,Problem Solving - 7 Tools,1,4,,,Effect Explanation 1,Action Explanation 2,Risk Explanation 3,Compliance Explanation 4,,,,,,
273,"Statistics can be defined as the practice of collecting, organizing, describing, and analyzing data allowing us to characterize and then optimize any process.",True or False,2,Problem Solving Tools,1,2,,,True,False,,,,,,,,
274,Which of the following statements are true as it relates to statistics? Please select all that apply.,Multiple Choice,4,Problem Solving Tools,1,4,,,Effect Explanation 1,Severity Explanation 2,Risk Explanation 3,Action Explanation 4,,,,,,
275,The two primary types of data are attribute data and ____________ data.,Multiple Choice,4,Problem Solving Tools,1,4,,,Compliance Explanation 1,Action Explanation 2,Effect Explanation 3,Risk Explanation 4,,,,,,
276,What are the two types of attribute data? Please select the two correct answers below.,Multiple Choice,4,Problem Solving Tools,1,4,,,Risk Explanation 1,Severity Explanation 2,Action Explanation 3,Effect Explanation 4,,,,,,
277,hen given the choice we should always seek to collect and analyze attribute data versus variable data.,True or False,2,Problem Solving Tools,1,2,,,True,False,,,,,,,,
278,"The three measures of central tendency are the mean, median, and mode.",True or False,2,Problem Solving - 7 Tools,1,2,,,True,False,,,,,,,,
279,"What is the mean or average of this data set: 1, 3, 5, 7?",Multiple Choice,4,Problem Solving - 7 Tools,1,4,,,Compliance Explanation 1,Action Explanation 2,Severity Explanation 3,Effect Explanation 4,,,,,,
280,"What is the median of this data set: 1, 3, 5, 7, 7, 7, 9?",Multiple Choice,4,Problem Solving - 7 Tools,1,4,,,Action Explanation 1,Severity Explanation 2,Effect Explanation 3,Compliance Explanation 4,,,,,,
281,"What is the mode of this data set: 1, 3, 5, 7, 7, 7, 9?",Multiple Choice,4,Problem Solving - 7 Tools,1,4,,,Severity Explanation 1,Compliance Explanation 2,Effect Explanation 3,Risk Explanation 4,,,,,,
282,The median is unaffected by “outliers” and should be used when data are not normally distributed.,True or False,2,Problem Solving - 7 Tools,1,2,,,True,False,,,,,,,,
283,"The 3 measures of dispersion are the range, variance, and the __________.",Multiple Choice,4,Problem Solving - 7 Tools,1,4,,,Compliance Explanation 1,Risk Explanation 2,Effect Explanation 3,Severity Explanation 4,,,,,,
284,The range is the difference between the largest and smallest observation in a data set.,True or False,2,Problem Solving - 7 Tools,1,2,,,True,False,,,,,,,,
285,The Standard Deviation is simply the square root of the variance.,True or False,2,Problem Solving - 7 Tools,1,2,,,True,False,,,,,,,,
286,"What is the range of this data set: 2, 6, 9, 11, 15?",Multiple Choice,4,Problem Solving - 7 Tools,1,4,,,Risk Explanation 1,Severity Explanation 2,Action Explanation 3,Compliance Explanation 4,,,,,,
287,A scatter diagram helps us determine whether two variables are correlated with one another.,True or False,2,Problem Solving Tools,1,2,,,True,False,,,,,,,,
288,What type of correlation is depicted in the image below?,Multiple Choice,4,Problem Solving Tools,1,4,,,Compliance Explanation 1,Risk Explanation 2,Action Explanation 3,Severity Explanation 4,,,,,,
289,Correlation does not always mean there is ________________.,Multiple Choice,4,Problem Solving Tools,1,4,,,Risk Explanation 1,Action Explanation 2,Severity Explanation 3,Compliance Explanation 4,,,,,,
290,A histogram is a type of bar chart.,True or False,2,Problem Solving - 7 Tools,1,2,,,True,False,,,,,,,,
291,If the Anderson-Darling Normality Test p-value is >0.05 we can assume the data are normal.,True or False,2,Problem Solving - 7 Tools,1,2,,,True,False,,,,,,,,
292,Please select all that apply for this question. Histograms help us to:,Multiple Choice,4,Problem Solving - 7 Tools,1,4,,,Risk Explanation 1,Severity Explanation 2,Action Explanation 3,Compliance Explanation 4,,,,,,
293,Cp and Cpk tell us how capable our process is of meeting customer requirements.,True or False,2,Problem Solving - 7 Tools,1,2,,,True,False,,,,,,,,
294,"If our USL = 10 and LSL = 5 and s = 1, what is Cp?",Multiple Choice,4,Problem Solving - 7 Tools,1,4,,,Effect Explanation 1,Risk Explanation 2,Compliance Explanation 3,Severity Explanation 4,,,,,,
295,Control Charts only apply to manufacturing environments.,True or False,2,Problem Solving Tools,1,2,,,True,False,,,,,,,,
296,Control Limits are calculated as follows:,Multiple Choice,4,Problem Solving Tools,1,4,,,Action Explanation 1,Severity Explanation 2,Effect Explanation 3,Compliance Explanation 4,,,,,,
297,"Common Cause variation represents normal, every day, variation.",True or False,2,Problem Solving Tools,1,2,,,True,False,,,,,,,,
298,Control Charts are best used how.,Multiple Choice,4,Problem Solving Tools,1,4,,,Action Explanation 1,Effect Explanation 2,Risk Explanation 3,Severity Explanation 4,,,,,,
299,Loosely translated the word kaizen means to change for the better.,True or False,2,Kaizen,1,2,,,True,False,,,,,,,,
300,"Kaizen works ___________ with other lean tools and concepts such as standard work and heijunka, or level loading.",Multiple Choice,4,Kaizen,1,4,,,Severity Explanation 1,Risk Explanation 2,Action Explanation 3,Compliance Explanation 4,,,,,,
301,The kaizen mindset is only applicable to manufacturing organizations.,True or False,2,Kaizen,1,2,,,True,False,,,,,,,,
302,"When we do kaizen, we take a look at the current process, _______ and put it back together again in an improved manner.",Multiple Choice,4,Kaizen,1,4,,,Effect Explanation 1,Severity Explanation 2,Action Explanation 3,Compliance Explanation 4,,,,,,
303,A kaizen event is the focused and accelerated application of kaizen techniques in a specific area.,True or False,2,Kaizen,1,2,,,True,False,,,,,,,,
304,Kaizen events are also meant to teach our associates how to _________.,Multiple Choice,4,Kaizen,1,4,,,Risk Explanation 1,Effect Explanation 2,Action Explanation 3,Severity Explanation 4,,,,,,
305,"Kaizen initiatives, including the kaizen event, are integral to the long-term success at world class companies.",True or False,2,Kaizen,1,2,,,True,False,,,,,,,,
306,One of the most important Continuous Improvement Commandments to practice during a kaizen event is ______________.,Multiple Choice,4,Kaizen,1,4,,,Compliance Explanation 1,Action Explanation 2,Risk Explanation 3,Severity Explanation 4,,,,,,
307,This kaizen documentation tool is used to document the things that need to happen in order to bridge the gap between the current and future state value stream map.,Multiple Choice,4,Kaizen,1,4,,,Risk Explanation 1,Effect Explanation 2,Compliance Explanation 3,Action Explanation 4,,,,,,
308,"When taken in full context, the entire future state value stream map and all the noted improvement opportunities represent what we call system kaizen.",True or False,2,Kaizen,1,2,,,True,False,,,,,,,,
309,There will normally only be one point kaizen event within one larger system kaizen initiative.,True or False,2,Kaizen,1,2,,,True,False,,,,,,,,
310,Value stream maps must always be used to properly identify system kaizen initiatives.,True or False,2,Kaizen,1,2,,,True,False,,,,,,,,
311,This person’s main responsibility is to facilitate the kaizen event while also developing people.,Multiple Choice,4,Kaizen,1,4,,,Action Explanation 1,Compliance Explanation 2,Severity Explanation 3,Effect Explanation 4,,,,,,
312,This is the person responsible for the area the kaizen event is scheduled in.,Multiple Choice,4,Kaizen,1,4,,,Severity Explanation 1,Effect Explanation 2,Action Explanation 3,Compliance Explanation 4,,,,,,
313,The senior manager of the facility must be involved in the planning and execution of the kaizen event.,True or False,2,Kaizen,1,2,,,True,False,,,,,,,,
314,This person helps the team remove major obstacles and barriers by working closely with other members of the kaizen organization. This person also challenges the team by asking questions like “why?” and “what if…?”.,Multiple Choice,4,Kaizen,1,4,,,Effect Explanation 1,Risk Explanation 2,Action Explanation 3,Compliance Explanation 4,,,,,,
315,The kaizen team members should normally consist of both direct and indirect labor.,True or False,2,Kaizen,1,2,,,True,False,,,,,,,,
316,How many weeks does the Gemba Academy Kaizen Event Timeline consist of?,Multiple Choice,4,Kaizen,1,4,,,Compliance Explanation 1,Risk Explanation 2,Effect Explanation 3,Action Explanation 4,,,,,,
317,"You may need to do some extra data collection, including things like video taping a process, before the actual kaizen event begins.",True or False,2,Kaizen,1,2,,,True,False,,,,,,,,
318,Gemba Academy recommends keeping your point kaizen team to no more than _______ people.,Multiple Choice,4,Kaizen,1,4,,,Severity Explanation 1,Action Explanation 2,Compliance Explanation 3,Effect Explanation 4,,,,,,
319,"The 1/3 Rule, with respect to kaizen team selection, states that at least 1/3 of the team members should come from completely outside the process or department being worked on during the kaizen event.",True or False,2,Kaizen,1,2,,,True,False,,,,,,,,
320,The Kaizen Team Leader must be an expert lean practitioner (able to answer all lean related questions).,True or False,2,Kaizen,1,2,,,True,False,,,,,,,,
321,Some team members new to kaizen events may seem a bit negative early in the kaizen event week.,True or False,2,Kaizen,1,2,,,True,False,,,,,,,,
322,It’s important to train your kaizen team members on the first day or possibly the week before the kaizen event begins.,True or False,2,Kaizen,1,2,,,True,False,,,,,,,,
323,The word “gemba” means:,Multiple Choice,4,Kaizen,1,4,,,Severity Explanation 1,Compliance Explanation 2,Action Explanation 3,Effect Explanation 4,,,,,,
324,The Kaizen Coach definitely needs to write down the daily goals and objectives for the kaizen team.,True or False,2,Kaizen,1,2,,,True,False,,,,,,,,
325,Who should present the majority of the end of week kaizen event report out?,Multiple Choice,4,Kaizen,1,4,,,Severity Explanation 1,Risk Explanation 2,Compliance Explanation 3,Action Explanation 4,,,,,,
326,The results of the kaizen event should be posted for all associates to see.,True or False,2,Kaizen,1,2,,,True,False,,,,,,,,
327,The kaizen newspaper is a static document meaning once it is created it is rarely updated or modified.,True or False,2,Kaizen,1,2,,,True,False,,,,,,,,
328,This lean tool can be used to track how cross trained our associates are.,Multiple Choice,4,Kaizen,1,4,,,Severity Explanation 1,Action Explanation 2,Effect Explanation 3,Compliance Explanation 4,,,,,,
329,The term yokoten means to _______________.,Multiple Choice,4,Kaizen,1,4,,,Risk Explanation 1,Compliance Explanation 2,Severity Explanation 3,Effect Explanation 4,,,,,,
330,The PDCA cycle never stops turning.,True or False,2,Kaizen,1,2,,,True,False,,,,,,,,
331,Standardization means setting a standard as well as bringing a condition into conformance with that standard.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
332,Which is NOT a step in the standardization process?,Multiple Choice,4,Standard Work,1,4,,,Action Explanation 1,Effect Explanation 2,Severity Explanation 3,Compliance Explanation 4,,,,,,
333,Standards are not meant to be improved once implemented.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
334,"Said, “Without standards, there can be no kaizen.”",Multiple Choice,4,Standard Work,1,4,,,Effect Explanation 1,Risk Explanation 2,Action Explanation 3,Compliance Explanation 4,,,,,,
335,Which are the benefits of standardization? Select all that apply.,Multiple Choice,4,Standard Work,1,4,,,Action Explanation 1,Risk Explanation 2,Compliance Explanation 3,Severity Explanation 4,,,,,,
336,A stable process is required in order to implement Standard Work.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
337,Which is not one of the 4M mentioned in the module?,Multiple Choice,4,Standard Work,1,4,,,Compliance Explanation 1,Severity Explanation 2,Effect Explanation 3,Risk Explanation 4,,,,,,
338,"Prior to implementing Standard Work, organizations must adopt a __________ culture ensuring all associates are empowered to make improvements to existing standards.",Multiple Choice,4,Standard Work,1,4,,,Risk Explanation 1,Compliance Explanation 2,Effect Explanation 3,Severity Explanation 4,,,,,,
339,An Andon/response system only applies to companies producing automobiles.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
340,"Standard Work is the most effective combination of capital expenditures, absorption accounting, and equipment.",True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
341,"Standard Work is designed around the three elements of takt time, work sequence and standard work in process.",True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
342,Standards are not meant to be improved once implemented.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
343,Which is NOT one of the 3 elements of Standard Work?,Multiple Choice,4,Standard Work,1,4,,,Effect Explanation 1,Action Explanation 2,Compliance Explanation 3,Severity Explanation 4,,,,,,
344,How do you calculate takt time?,Multiple Choice,4,Standard Work,1,4,,,Action Explanation 1,Risk Explanation 2,Severity Explanation 3,Effect Explanation 4,,,,,,
345,"Given a net available time to work is 480 minutes per day and a customer demand of 240 units, takt time is __________.",Multiple Choice,4,Standard Work,1,4,,,Risk Explanation 1,Effect Explanation 2,Severity Explanation 3,Compliance Explanation 4,,,,,,
346,The Work Sequence is a description of the work done in the numbered sequence of the manual tasks.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
347,"Assuming all process cycle times are less than takt time, Standard WIP will typically be how many pieces per process?",Multiple Choice,4,Standard Work,1,4,,,Effect Explanation 1,Compliance Explanation 2,Risk Explanation 3,Action Explanation 4,,,,,,
348,The Process Capacity Table is very useful for determining the true capacity of a process based on objective facts rather than beliefs or opinions.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
349,"The Process Capacity Table helps us identify potential problems or unstable elements of the first 3M, especially the __________ category.",Multiple Choice,4,Standard Work,1,4,,,Compliance Explanation 1,Action Explanation 2,Effect Explanation 3,Risk Explanation 4,,,,,,
350,The Process Capacity Table only focuses on the work of a single operator.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
351,The Process Capacity Table does not include walking time.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
352,The Standard Work Combination Sheet shows the combination of manual and machine work for one person.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
353,Which does not describe the benefits of a Standard Work Combination Sheet?,Multiple Choice,4,Standard Work,1,4,,,Effect Explanation 1,Severity Explanation 2,Action Explanation 3,Risk Explanation 4,,,,,,
354,"With the Standard Work Sheet we’re able to document the best combination of manpower, material, and machines.",True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
355,The Standard Work Sheet only focuses on the work of a single operator.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
