ActivityCode,ActivityName,Provider,Active,ActivityDescription,Language,EstimatedDuration,EstimatedCredits,MaxScore,QuestionText,QuestionID,RandomiseQuestions,AllowUserToReview,Topic,SectionName
Kaizen_Post Kaizen Activities_Library,THE KAIZEN WAY: 09Q_Post Kaizen Activities Quiz (Gemba),Assessment,1, Activities that should follow the actual Kaizen event week.,en-us,300,,80,"During the �See Countermeasures Through� step we�ll continue to turn the __________ again and again as we work to implement our countermeasures and most importantly, work to understand why some countermeasures don�t always work out as we hoped they would.",177,1,0,Business Operations,Kaizen_Post Kaizen Activities_Library
Kaizen_Post Kaizen Activities_Library,THE KAIZEN WAY: 09Q_Post Kaizen Activities Quiz (Gemba),Assessment,1, Activities that should follow the actual Kaizen event week.,en-us,300,,80,Step 7 of the practical problem solving methodology is often called the ____________ phase as we evaluate both the results of our countermeasure implementation and the process itself.,178,1,0,Business Operations,Kaizen_Post Kaizen Activities_Library
Kaizen_Post Kaizen Activities_Library,THE KAIZEN WAY: 09Q_Post Kaizen Activities Quiz (Gemba),Assessment,1, Activities that should follow the actual Kaizen event week.,en-us,300,,80,What questions do we ask during the check phase of the problem solving methodology? Please select all that apply.,179,1,0,Business Operations,Kaizen_Post Kaizen Activities_Library
Kaizen_Post Kaizen Activities_Library,THE KAIZEN WAY: 09Q_Post Kaizen Activities Quiz (Gemba),Assessment,1, Activities that should follow the actual Kaizen event week.,en-us,300,,80,What should our reaction be when a bad process (or countermeasure) returns a bad result?,181,1,0,Business Operations,Kaizen_Post Kaizen Activities_Library
Kaizen_Post Kaizen Activities_Library,THE KAIZEN WAY: 09Q_Post Kaizen Activities Quiz (Gemba),Assessment,1, Activities that should follow the actual Kaizen event week.,en-us,300,,80,"As we move into step 8 of the process, which is focused on standardizing success while learning from failures, we�re actually moving into the _________ phase.",183,1,0,Business Operations,Kaizen_Post Kaizen Activities_Library
Kaizen_Preparing Kaizen Event_Library,THE KAIZEN WAY: 07Q_Preparing Kaizen Event Quiz (Gemba),Assessment,1, How to prepare for the Kaizen event.,en-us,300,,80,The Plan and Do phases of PDCA can be likened to what analogy?,185,1,0,Cybersecurity,Kaizen_Preparing Kaizen Event_Library
Kaizen_Preparing Kaizen Event_Library,THE KAIZEN WAY: 07Q_Preparing Kaizen Event Quiz (Gemba),Assessment,1, How to prepare for the Kaizen event.,en-us,300,,80,This word means to share success horizontally throughout the organization.,186,1,0,Cybersecurity,Kaizen_Preparing Kaizen Event_Library
Kaizen_Preparing Kaizen Event_Library,THE KAIZEN WAY: 07Q_Preparing Kaizen Event Quiz (Gemba),Assessment,1, How to prepare for the Kaizen event.,en-us,300,,80,"Please select the three elements, or categories, of work.",188,1,0,Cybersecurity,Kaizen_Preparing Kaizen Event_Library
Kaizen_Preparing Kaizen Event_Library,THE KAIZEN WAY: 07Q_Preparing Kaizen Event Quiz (Gemba),Assessment,1, How to prepare for the Kaizen event.,en-us,300,,80,Reaching or straining to reach a tool is an example of what type of waste?,190,1,0,Cybersecurity,Kaizen_Preparing Kaizen Event_Library
Kaizen_Preparing Kaizen Event_Library,THE KAIZEN WAY: 07Q_Preparing Kaizen Event Quiz (Gemba),Assessment,1, How to prepare for the Kaizen event.,en-us,300,,80,Popularized the concept of �standing in the circle.�,192,1,0,Cybersecurity,Kaizen_Preparing Kaizen Event_Library
Kaizen_System v. Point_Library,THE KAIZEN WAY: 05Q_System v. Point Quiz (Gemba),Assessment,1, The difference between system Kaizen and point Kaizen.,en-us,300,,80,Is 99% good (only 1% bad) an acceptable performance level for critical processes?,193,1,0,Business Planning & Analysis,Kaizen_System v. Point_Library
Kaizen_System v. Point_Library,THE KAIZEN WAY: 05Q_System v. Point Quiz (Gemba),Assessment,1, The difference between system Kaizen and point Kaizen.,en-us,300,,80,Pokayoke is often referred to as this.,195,1,0,Business Planning & Analysis,Kaizen_System v. Point_Library
Kaizen_System v. Point_Library,THE KAIZEN WAY: 05Q_System v. Point Quiz (Gemba),Assessment,1, The difference between system Kaizen and point Kaizen.,en-us,300,,80,"Given an average demand per day of 525 pieces, a lead-time to replenish this stock of 4 days, 2 standard deviations of demand history is 20%, and the max shortfall due to internal inefficiencies is 10%, how much safety stock is needed?",196,1,0,Business Planning & Analysis,Kaizen_System v. Point_Library
Kaizen_System v. Point_Library,THE KAIZEN WAY: 05Q_System v. Point Quiz (Gemba),Assessment,1, The difference between system Kaizen and point Kaizen.,en-us,300,,80,The waste of processing generally stems from the lack of understanding what?,197,1,0,Business Planning & Analysis,Kaizen_System v. Point_Library
Kaizen_Ten Commandments of Continuous Improvement_Library,LEAN INTRODUCTORY TOPICS: 02Q_Ten Commandments of Continuous Improvement Quiz (Gemba),Assessment,1,The necessary components to create a continuous improvement culture.,en-us,,,80,Which is not an example of processing waste?,198,1,0,Cloud Career Journey,Kaizen_Ten Commandments of Continuous Improvement_Library
Kaizen_Ten Commandments of Continuous Improvement_Library,LEAN INTRODUCTORY TOPICS: 02Q_Ten Commandments of Continuous Improvement Quiz (Gemba),Assessment,1,The necessary components to create a continuous improvement culture.,en-us,,,80,Is the word that describes production leveling or production smoothing.,199,1,0,Cloud Career Journey,Kaizen_Ten Commandments of Continuous Improvement_Library
Kaizen_Ten Commandments of Continuous Improvement_Library,LEAN INTRODUCTORY TOPICS: 02Q_Ten Commandments of Continuous Improvement Quiz (Gemba),Assessment,1,The necessary components to create a continuous improvement culture.,en-us,,,80,Motion is any movement of people that does not add _______ to the product.,200,1,0,Cloud Career Journey,Kaizen_Ten Commandments of Continuous Improvement_Library
Kaizen_Ten Commandments of Continuous Improvement_Library,LEAN INTRODUCTORY TOPICS: 02Q_Ten Commandments of Continuous Improvement Quiz (Gemba),Assessment,1,The necessary components to create a continuous improvement culture.,en-us,,,80,Wasted motion often leads to what? Select all that apply.,201,1,0,Cloud Career Journey,Kaizen_Ten Commandments of Continuous Improvement_Library
Kaizen_Ten Commandments of Continuous Improvement_Library,LEAN INTRODUCTORY TOPICS: 02Q_Ten Commandments of Continuous Improvement Quiz (Gemba),Assessment,1,The necessary components to create a continuous improvement culture.,en-us,,,80,Overproduction is often referred to as the _______ of all wastes.,203,1,0,Cloud Career Journey,Kaizen_Ten Commandments of Continuous Improvement_Library
Kanban__2 Card Kanban Calculations_Library,KANBAN: 03Q_2 Card Kanban Calculations Quiz (Gemba),Assessment,1,Learn how to calculate the number of Production and Withdrawal Kanban needed with the 2 Card Kanban System.,en-us,600,,80,Sometimes called the 8th waste.,204,1,0,Business Strategy,Kanban__2 Card Kanban Calculations_Library
Kanban__2 Card Kanban Calculations_Library,KANBAN: 03Q_2 Card Kanban Calculations Quiz (Gemba),Assessment,1,Learn how to calculate the number of Production and Withdrawal Kanban needed with the 2 Card Kanban System.,en-us,600,,80,�SMED� stands for single minute __________ of dies.,206,1,0,Business Strategy,Kanban__2 Card Kanban Calculations_Library
Kanban__2 Card Kanban Calculations_Library,KANBAN: 03Q_2 Card Kanban Calculations Quiz (Gemba),Assessment,1,Learn how to calculate the number of Production and Withdrawal Kanban needed with the 2 Card Kanban System.,en-us,600,,80,Was the person to first discover the power of SMED as a consultant to the Toyota Motor Corporation.,207,1,0,Business Strategy,Kanban__2 Card Kanban Calculations_Library
Kanban__2 Card Kanban Calculations_Library,KANBAN: 03Q_2 Card Kanban Calculations Quiz (Gemba),Assessment,1,Learn how to calculate the number of Production and Withdrawal Kanban needed with the 2 Card Kanban System.,en-us,600,,80,Please select all of the benefits of quick changeover.,209,1,0,Business Strategy,Kanban__2 Card Kanban Calculations_Library
Kanban__2 Card Kanban Calculations_Library,KANBAN: 03Q_2 Card Kanban Calculations Quiz (Gemba),Assessment,1,Learn how to calculate the number of Production and Withdrawal Kanban needed with the 2 Card Kanban System.,en-us,600,,80,The eighth step in the changeover roadmap presented in the video and PDF summary document.,211,1,0,Business Strategy,Kanban__2 Card Kanban Calculations_Library
Kanban_2 Card Kanban System_Library,KANBAN: 02Q_2 Card Kanban System Quiz (Gemba),Assessment,1,How the popular 2 card Kanban system operates.,en-us,600,,80,Which method of documenting reality is NOT recommended.,213,1,0,C#,Kanban_2 Card Kanban System_Library
Kanban_2 Card Kanban System_Library,KANBAN: 02Q_2 Card Kanban System Quiz (Gemba),Assessment,1,How the popular 2 card Kanban system operates.,en-us,600,,80,"Which are some of the �do�s� of video taping? In other words, which of these things do we want to do? Select all that apply.",215,1,0,C#,Kanban_2 Card Kanban System_Library
Kanban_2 Card Kanban System_Library,KANBAN: 02Q_2 Card Kanban System Quiz (Gemba),Assessment,1,How the popular 2 card Kanban system operates.,en-us,600,,80,Internal tasks are tasks that can only be done safely while the machine or process is _________.,217,1,0,C#,Kanban_2 Card Kanban System_Library
Kanban_2 Card Kanban System_Library,KANBAN: 02Q_2 Card Kanban System Quiz (Gemba),Assessment,1,How the popular 2 card Kanban system operates.,en-us,600,,80,What tips or techniques can be used to minimize machine downtime during a changeover? Select all that apply.,219,1,0,C#,Kanban_2 Card Kanban System_Library
Kanban_Calculating Signal Kanban Quantities_Library,KANBAN: 05Q_Calculating Signal Kanban Quantities Quiz (Gemba),Assessment,1,Calculate the number of containers required to operate a Signal Kanban System.,en-us,600,,80,__________ tasks are those that can be completed at the same time.,224,1,0,Cal/OSHA,Kanban_Calculating Signal Kanban Quantities_Library
Kanban_Calculating Signal Kanban Quantities_Library,KANBAN: 05Q_Calculating Signal Kanban Quantities Quiz (Gemba),Assessment,1,Calculate the number of containers required to operate a Signal Kanban System.,en-us,600,,80,When two operators are working in parallel with one another what is the most important thing they must keep in mind.,225,1,0,Cal/OSHA,Kanban_Calculating Signal Kanban Quantities_Library
Kanban_Calculating Signal Kanban Quantities_Library,KANBAN: 05Q_Calculating Signal Kanban Quantities Quiz (Gemba),Assessment,1,Calculate the number of containers required to operate a Signal Kanban System.,en-us,600,,80,A __________ economy chart helps you determine opportunities for improvement as it relates to streamlining internal tasks.,228,1,0,Cal/OSHA,Kanban_Calculating Signal Kanban Quantities_Library
Kanban_Kanban Overview_Library,KANBAN: 01Q_Kanban Overview Quiz (Gemba),Assessment,1,What Kanban are and how they can be used to control the production and movement within any facility.,en-us,600,,80,"According to the module, quick change hardware and tools can be used to reduce internal setup times by as much as _________.",230,1,0,Collaboration Tools,Kanban_Kanban Overview_Library
Kanban_Kanban Overview_Library,KANBAN: 01Q_Kanban Overview Quiz (Gemba),Assessment,1,What Kanban are and how they can be used to control the production and movement within any facility.,en-us,600,,80,Which questions should you ask as you work to streamline internal tasks? Please select all that apply.,231,1,0,Collaboration Tools,Kanban_Kanban Overview_Library
Kanban_Kanban Overview_Library,KANBAN: 01Q_Kanban Overview Quiz (Gemba),Assessment,1,What Kanban are and how they can be used to control the production and movement within any facility.,en-us,600,,80,The image below is an example of a changeover _________.,233,1,0,Collaboration Tools,Kanban_Kanban Overview_Library
Kanban_Kanban Overview_Library,KANBAN: 01Q_Kanban Overview Quiz (Gemba),Assessment,1,What Kanban are and how they can be used to control the production and movement within any facility.,en-us,600,,80,How many people are involved in the changeover process outlined in the standard work sheet below?,234,1,0,Collaboration Tools,Kanban_Kanban Overview_Library
Kanban_Kanban Prerequizites_Library,KANBAN: 06Q_Kanban Prerequizites Quiz (Gemba),Assessment,1,Quiz: In order to succeed with Kanban there are 6 prerequisites that must be in place.,en-us,600,,80,Why would an organization ever decide to change the lead-time offsets in their MRP / ERP system?,236,1,0,Cloud Services,Kanban_Kanban Prerequizites_Library
Kanban_Kanban Prerequizites_Library,KANBAN: 06Q_Kanban Prerequizites Quiz (Gemba),Assessment,1,Quiz: In order to succeed with Kanban there are 6 prerequisites that must be in place.,en-us,600,,80,One of the most common examples of a value stream is the call to ___________ time period.,237,1,0,Cloud Services,Kanban_Kanban Prerequizites_Library
Kanban_Kanban Prerequizites_Library,KANBAN: 06Q_Kanban Prerequizites Quiz (Gemba),Assessment,1,Quiz: In order to succeed with Kanban there are 6 prerequisites that must be in place.,en-us,600,,80,One of the most dangerous attitudes an organization can have when first starting out with value stream mapping.,239,1,0,Cloud Services,Kanban_Kanban Prerequizites_Library
Kanban_Kanban Prerequizites_Library,KANBAN: 06Q_Kanban Prerequizites Quiz (Gemba),Assessment,1,Quiz: In order to succeed with Kanban there are 6 prerequisites that must be in place.,en-us,600,,80,"If a production line operates for 480 minutes (breaks, lunches, and planned downtimes already taken out) and their customer orders, on average, 120 units per day, what is the takt time in minutes per piece?",241,1,0,Cloud Services,Kanban_Kanban Prerequizites_Library
Kanban_Kanban Prerequizites_Library,KANBAN: 06Q_Kanban Prerequizites Quiz (Gemba),Assessment,1,Quiz: In order to succeed with Kanban there are 6 prerequisites that must be in place.,en-us,600,,80,"Given that 1,000 pieces of work in process (WIP) on hand against a daily demand of 200 units per day, please calculate days of supply.",243,1,0,Cloud Services,Kanban_Kanban Prerequizites_Library
Muda_Seven Deadly Wastes_Library,DEALING WITH THE SEVEN DEADLY WASTES: 12Q_7 Wastes Quiz (Gemba),Assessment,1,"Quiz your learning on what the Seven Deadly Wastes are, what causes them, and what they can cost your organization.",en-us,1200,,80,Kanban are sometimes referred to as the ______ system of a lean production system.,244,1,1,Codecademy,Muda_Seven Deadly Wastes_Library
Muda_Seven Deadly Wastes_Library,DEALING WITH THE SEVEN DEADLY WASTES: 12Q_7 Wastes Quiz (Gemba),Assessment,1,"Quiz your learning on what the Seven Deadly Wastes are, what causes them, and what they can cost your organization.",en-us,1200,,80,"If the sum of all manual cycle times was 500 seconds and our takt time was 50 seconds per piece, what would the optimal crew size be?",245,1,1,Codecademy,Muda_Seven Deadly Wastes_Library
Muda_Seven Deadly Wastes_Library,DEALING WITH THE SEVEN DEADLY WASTES: 12Q_7 Wastes Quiz (Gemba),Assessment,1,"Quiz your learning on what the Seven Deadly Wastes are, what causes them, and what they can cost your organization.",en-us,1200,,80,Means to overburden.,246,1,1,Codecademy,Muda_Seven Deadly Wastes_Library
Muda_Seven Deadly Wastes_Library,DEALING WITH THE SEVEN DEADLY WASTES: 12Q_7 Wastes Quiz (Gemba),Assessment,1,"Quiz your learning on what the Seven Deadly Wastes are, what causes them, and what they can cost your organization.",en-us,1200,,80,The formula for Operational Takt Time is:,248,1,1,Codecademy,Muda_Seven Deadly Wastes_Library
Muda_Seven Deadly Wastes_Library,DEALING WITH THE SEVEN DEADLY WASTES: 12Q_7 Wastes Quiz (Gemba),Assessment,1,"Quiz your learning on what the Seven Deadly Wastes are, what causes them, and what they can cost your organization.",en-us,1200,,80,Which of the items below are benefits of Quality Control? Select all that apply.,250,1,1,Codecademy,Muda_Seven Deadly Wastes_Library
Muda_Seven Deadly Wastes_Library,DEALING WITH THE SEVEN DEADLY WASTES: 12Q_7 Wastes Quiz (Gemba),Assessment,1,"Quiz your learning on what the Seven Deadly Wastes are, what causes them, and what they can cost your organization.",en-us,1200,,80,"Vilfredo Pareto, the Italian economist, was the first to identify the so called _________ rule.",253,1,1,Codecademy,Muda_Seven Deadly Wastes_Library
Muda_Seven Deadly Wastes_Library,DEALING WITH THE SEVEN DEADLY WASTES: 12Q_7 Wastes Quiz (Gemba),Assessment,1,"Quiz your learning on what the Seven Deadly Wastes are, what causes them, and what they can cost your organization.",en-us,1200,,80,Invented the tool we now call the cause and effect diagram/fishbone.,254,1,1,Codecademy,Muda_Seven Deadly Wastes_Library
Muda_Seven Deadly Wastes_Library,DEALING WITH THE SEVEN DEADLY WASTES: 12Q_7 Wastes Quiz (Gemba),Assessment,1,"Quiz your learning on what the Seven Deadly Wastes are, what causes them, and what they can cost your organization.",en-us,1200,,80,The broken line graph is most suitable for indicating ____________ changes or trends.,257,1,1,Codecademy,Muda_Seven Deadly Wastes_Library
Muda_Seven Deadly Wastes_Library,DEALING WITH THE SEVEN DEADLY WASTES: 12Q_7 Wastes Quiz (Gemba),Assessment,1,"Quiz your learning on what the Seven Deadly Wastes are, what causes them, and what they can cost your organization.",en-us,1200,,80,What are the two primary types of check sheets? Select the two correct answers below.,261,1,1,Codecademy,Muda_Seven Deadly Wastes_Library
Muda_Seven Deadly Wastes_Library,DEALING WITH THE SEVEN DEADLY WASTES: 12Q_7 Wastes Quiz (Gemba),Assessment,1,"Quiz your learning on what the Seven Deadly Wastes are, what causes them, and what they can cost your organization.",en-us,1200,,80,"According to the Pareto Principle, 80% of the effects come from 20% of the __________.",263,1,1,Codecademy,Muda_Seven Deadly Wastes_Library
Muda_Seven Deadly Wastes_Library,DEALING WITH THE SEVEN DEADLY WASTES: 12Q_7 Wastes Quiz (Gemba),Assessment,1,"Quiz your learning on what the Seven Deadly Wastes are, what causes them, and what they can cost your organization.",en-us,1200,,80,"4 �Drilling in� order to learn more about a Pareto Chart, as shown in the image below is referred to as creating a _______________ Pareto.",266,1,1,Codecademy,Muda_Seven Deadly Wastes_Library
Muda_Seven Deadly Wastes_Library,DEALING WITH THE SEVEN DEADLY WASTES: 12Q_7 Wastes Quiz (Gemba),Assessment,1,"Quiz your learning on what the Seven Deadly Wastes are, what causes them, and what they can cost your organization.",en-us,1200,,80,The Cause & Effect Diagram is commonly referred to as the ____________.,268,1,1,Codecademy,Muda_Seven Deadly Wastes_Library
Muda_Seven Deadly Wastes_Library,DEALING WITH THE SEVEN DEADLY WASTES: 12Q_7 Wastes Quiz (Gemba),Assessment,1,"Quiz your learning on what the Seven Deadly Wastes are, what causes them, and what they can cost your organization.",en-us,1200,,80,"The 6 P�s stand for People, Process, Policies, Procedures, Price and ___________.",270,1,1,Codecademy,Muda_Seven Deadly Wastes_Library
Muda_Seven Deadly Wastes_Library,DEALING WITH THE SEVEN DEADLY WASTES: 12Q_7 Wastes Quiz (Gemba),Assessment,1,"Quiz your learning on what the Seven Deadly Wastes are, what causes them, and what they can cost your organization.",en-us,1200,,80,"9 potential root causes have been identified and team of 9 people decide to use N/3 to narrow the list down. Initially, how many votes will each person get?",272,1,1,Codecademy,Muda_Seven Deadly Wastes_Library
Muda_Seven Deadly Wastes_Library,DEALING WITH THE SEVEN DEADLY WASTES: 12Q_7 Wastes Quiz (Gemba),Assessment,1,"Quiz your learning on what the Seven Deadly Wastes are, what causes them, and what they can cost your organization.",en-us,1200,,80,Which of the following statements are true as it relates to statistics? Please select all that apply.,274,1,1,Codecademy,Muda_Seven Deadly Wastes_Library
Muda_Seven Deadly Wastes_Library,DEALING WITH THE SEVEN DEADLY WASTES: 12Q_7 Wastes Quiz (Gemba),Assessment,1,"Quiz your learning on what the Seven Deadly Wastes are, what causes them, and what they can cost your organization.",en-us,1200,,80,The two primary types of data are attribute data and ____________ data.,275,1,1,Codecademy,Muda_Seven Deadly Wastes_Library
Muda_Seven Deadly Wastes_Library,DEALING WITH THE SEVEN DEADLY WASTES: 12Q_7 Wastes Quiz (Gemba),Assessment,1,"Quiz your learning on what the Seven Deadly Wastes are, what causes them, and what they can cost your organization.",en-us,1200,,80,What are the two types of attribute data? Please select the two correct answers below.,276,1,1,Codecademy,Muda_Seven Deadly Wastes_Library
Muda_Seven Deadly Wastes_Library,DEALING WITH THE SEVEN DEADLY WASTES: 12Q_7 Wastes Quiz (Gemba),Assessment,1,"Quiz your learning on what the Seven Deadly Wastes are, what causes them, and what they can cost your organization.",en-us,1200,,80,"What is the mean or average of this data set: 1, 3, 5, 7?",279,1,1,Codecademy,Muda_Seven Deadly Wastes_Library
PPS_Practical Problem Solving_Library,PRACTICAL PROBLEM SOLVING: 19Q_Step 7 Evaluate Process and Results Quiz (Gemba),Assessment,1,Quiz: Evaluating how to determine if your countermeasures were successful after they have been implemented.,en-us,600,,80,"What is the median of this data set: 1, 3, 5, 7, 7, 7, 9?",280,1,1,Customer Service,PPS_Practical Problem Solving_Library
PPS_Practical Problem Solving_Library,PRACTICAL PROBLEM SOLVING: 19Q_Step 7 Evaluate Process and Results Quiz (Gemba),Assessment,1,Quiz: Evaluating how to determine if your countermeasures were successful after they have been implemented.,en-us,600,,80,"What is the mode of this data set: 1, 3, 5, 7, 7, 7, 9?",281,1,1,Customer Service,PPS_Practical Problem Solving_Library
PPS_Practical Problem Solving_Library,PRACTICAL PROBLEM SOLVING: 19Q_Step 7 Evaluate Process and Results Quiz (Gemba),Assessment,1,Quiz: Evaluating how to determine if your countermeasures were successful after they have been implemented.,en-us,600,,80,"The 3 measures of dispersion are the range, variance, and the __________.",283,1,1,Customer Service,PPS_Practical Problem Solving_Library
PPS_Practical Problem Solving_Library,PRACTICAL PROBLEM SOLVING: 19Q_Step 7 Evaluate Process and Results Quiz (Gemba),Assessment,1,Quiz: Evaluating how to determine if your countermeasures were successful after they have been implemented.,en-us,600,,80,"What is the range of this data set: 2, 6, 9, 11, 15?",286,1,1,Customer Service,PPS_Practical Problem Solving_Library
PPS_Practical Problem Solving_Library,PRACTICAL PROBLEM SOLVING: 19Q_Step 7 Evaluate Process and Results Quiz (Gemba),Assessment,1,Quiz: Evaluating how to determine if your countermeasures were successful after they have been implemented.,en-us,600,,80,What type of correlation is depicted in the image below?,288,1,1,Customer Service,PPS_Practical Problem Solving_Library
Practical Problem Solving_5 Why Explained_Library,PRACTICAL PROBLEM SOLVING: 14Q_5 Why Explained Quiz (Gemba),Assessment,1,What 5 Why Analysis is as well as how to leverage it to identify root causes.,en-us,600,,80,Correlation does not always mean there is ________________.,289,1,1,Collections,Practical Problem Solving_5 Why Explained_Library
Practical Problem Solving_5 Why Explained_Library,PRACTICAL PROBLEM SOLVING: 14Q_5 Why Explained Quiz (Gemba),Assessment,1,What 5 Why Analysis is as well as how to leverage it to identify root causes.,en-us,600,,80,Please select all that apply for this question. Histograms help us to:,292,1,1,Collections,Practical Problem Solving_5 Why Explained_Library
Practical Problem Solving_5 Why Explained_Library,PRACTICAL PROBLEM SOLVING: 14Q_5 Why Explained Quiz (Gemba),Assessment,1,What 5 Why Analysis is as well as how to leverage it to identify root causes.,en-us,600,,80,"If our USL = 10 and LSL = 5 and s = 1, what is Cp?",294,1,1,Collections,Practical Problem Solving_5 Why Explained_Library
Practical Problem Solving_5 Why Explained_Library,PRACTICAL PROBLEM SOLVING: 14Q_5 Why Explained Quiz (Gemba),Assessment,1,What 5 Why Analysis is as well as how to leverage it to identify root causes.,en-us,600,,80,Control Limits are calculated as follows:,296,1,1,Collections,Practical Problem Solving_5 Why Explained_Library
Practical Problem Solving_5 Why Explained_Library,PRACTICAL PROBLEM SOLVING: 14Q_5 Why Explained Quiz (Gemba),Assessment,1,What 5 Why Analysis is as well as how to leverage it to identify root causes.,en-us,600,,80,Control Charts are best used how.,298,1,1,Collections,Practical Problem Solving_5 Why Explained_Library
Practical Problem Solving_Analyze Root Cause_Library,PRACTICAL PROBLEM SOLVING: 12Q_Step 4 Analyze Root Causes Quiz (Gemba),Assessment,1,How to go about analyzing root causes.,en-us,600,,80,"Kaizen works ___________ with other lean tools and concepts such as standard work and heijunka, or level loading.",300,1,1,Skills for Effective Collaboration,Practical Problem Solving_Analyze Root Cause_Library
Practical Problem Solving_Analyze Root Cause_Library,PRACTICAL PROBLEM SOLVING: 12Q_Step 4 Analyze Root Causes Quiz (Gemba),Assessment,1,How to go about analyzing root causes.,en-us,600,,80,"When we do kaizen, we take a look at the current process, _______ and put it back together again in an improved manner.",302,1,1,Skills for Effective Collaboration,Practical Problem Solving_Analyze Root Cause_Library
Practical Problem Solving_Analyze Root Cause_Library,PRACTICAL PROBLEM SOLVING: 12Q_Step 4 Analyze Root Causes Quiz (Gemba),Assessment,1,How to go about analyzing root causes.,en-us,600,,80,Kaizen events are also meant to teach our associates how to _________.,304,1,1,Skills for Effective Collaboration,Practical Problem Solving_Analyze Root Cause_Library
Practical Problem Solving_Analyze Root Cause_Library,PRACTICAL PROBLEM SOLVING: 12Q_Step 4 Analyze Root Causes Quiz (Gemba),Assessment,1,How to go about analyzing root causes.,en-us,600,,80,One of the most important Continuous Improvement Commandments to practice during a kaizen event is ______________.,306,1,1,Skills for Effective Collaboration,Practical Problem Solving_Analyze Root Cause_Library
Practical Problem Solving_Break Down Problem_Library,PRACTICAL PROBLEM SOLVING: 08Q_Step 2 Break Down Problem Quiz (Gemba),Assessment,1,How to break vague problems down using tools like Pareto charts and Tree Diagrams.,en-us,600,,80,This kaizen documentation tool is used to document the things that need to happen in order to bridge the gap between the current and future state value stream map.,307,1,1,Business Continuity Planning,Practical Problem Solving_Break Down Problem_Library
Practical Problem Solving_Break Down Problem_Library,PRACTICAL PROBLEM SOLVING: 08Q_Step 2 Break Down Problem Quiz (Gemba),Assessment,1,How to break vague problems down using tools like Pareto charts and Tree Diagrams.,en-us,600,,80,This person�s main responsibility is to facilitate the kaizen event while also developing people.,311,1,1,Business Continuity Planning,Practical Problem Solving_Break Down Problem_Library
Practical Problem Solving_Break Down Problem_Library,PRACTICAL PROBLEM SOLVING: 08Q_Step 2 Break Down Problem Quiz (Gemba),Assessment,1,How to break vague problems down using tools like Pareto charts and Tree Diagrams.,en-us,600,,80,This is the person responsible for the area the kaizen event is scheduled in.,312,1,1,Business Continuity Planning,Practical Problem Solving_Break Down Problem_Library
Practical Problem Solving_Break Down Problem_Library,PRACTICAL PROBLEM SOLVING: 08Q_Step 2 Break Down Problem Quiz (Gemba),Assessment,1,How to break vague problems down using tools like Pareto charts and Tree Diagrams.,en-us,600,,80,This person helps the team remove major obstacles and barriers by working closely with other members of the kaizen organization. This person also challenges the team by asking questions like �why?� and �what if�?�.,314,1,1,Business Continuity Planning,Practical Problem Solving_Break Down Problem_Library
Practical Problem Solving_Break Down Problem_Library,PRACTICAL PROBLEM SOLVING: 08Q_Step 2 Break Down Problem Quiz (Gemba),Assessment,1,How to break vague problems down using tools like Pareto charts and Tree Diagrams.,en-us,600,,80,How many weeks does the Gemba Academy Kaizen Event Timeline consist of?,316,1,1,Business Continuity Planning,Practical Problem Solving_Break Down Problem_Library
Practical Problem Solving_Clarify Problem_Library,PRACTICAL PROBLEM SOLVING: 04Q_Step 1 Clarify Problem Quiz (Gemba),Assessment,1,How clarify problems and how to write strong problem statements.,en-us,600,,80,Gemba Academy recommends keeping your point kaizen team to no more than _______ people.,318,1,1,Communication,Practical Problem Solving_Clarify Problem_Library
Practical Problem Solving_Clarify Problem_Library,PRACTICAL PROBLEM SOLVING: 04Q_Step 1 Clarify Problem Quiz (Gemba),Assessment,1,How clarify problems and how to write strong problem statements.,en-us,600,,80,The word �gemba� means:,323,1,1,Communication,Practical Problem Solving_Clarify Problem_Library
Practical Problem Solving_Clarify Problem_Library,PRACTICAL PROBLEM SOLVING: 04Q_Step 1 Clarify Problem Quiz (Gemba),Assessment,1,How clarify problems and how to write strong problem statements.,en-us,600,,80,Who should present the majority of the end of week kaizen event report out?,325,1,1,Communication,Practical Problem Solving_Clarify Problem_Library
Practical Problem Solving_Clarify Problem_Library,PRACTICAL PROBLEM SOLVING: 04Q_Step 1 Clarify Problem Quiz (Gemba),Assessment,1,How clarify problems and how to write strong problem statements.,en-us,600,,80,This lean tool can be used to track how cross trained our associates are.,328,1,1,Communication,Practical Problem Solving_Clarify Problem_Library
Practical Problem Solving_Develop Countermeasures _Library,PRACTICAL PROBLEM SOLVING: 17Q_Step 5 Develop Countermeasures Quiz (Gemba),Assessment,1,How to develop countermeasures and conduct brainstorming sessions the correct way.,en-us,600,,80,The term yokoten means to _______________.,329,1,1,Concur,Practical Problem Solving_Develop Countermeasures _Library
Practical Problem Solving_Develop Countermeasures _Library,PRACTICAL PROBLEM SOLVING: 17Q_Step 5 Develop Countermeasures Quiz (Gemba),Assessment,1,How to develop countermeasures and conduct brainstorming sessions the correct way.,en-us,600,,80,Which is NOT a step in the standardization process?,332,1,1,Concur,Practical Problem Solving_Develop Countermeasures _Library
